subject_name,subject_abbreviation,course_number,course_name
Pathology and Laboratory Medicine,PATH,704,Pathology of Organ Systems
Pathology and Laboratory Medicine,PATH,751,Cell and Molecular Biology of Aging
Pathology and Laboratory Medicine,PATH,402,null
Pathology and Laboratory Medicine,PATH,399,Independent Study
Pathology and Laboratory Medicine,PATH,900,Seminar
Pathology and Laboratory Medicine,PATH,651,Quality Assurance Basics
Pathology and Laboratory Medicine,PATH,699,Independent Study
Pathology and Laboratory Medicine,PATH,703,General Pathology
Pathology and Laboratory Medicine,PATH,920,General Pathology Clerkship-CSC
Pathology and Laboratory Medicine,PATH,807,Immunopathology: The Immune System in Health and Disease
Pathology and Laboratory Medicine,PATH,652,Quality Assurance Projects
Pathology and Laboratory Medicine,PATH,657,Quality Planning Basics
Pathology and Laboratory Medicine,PATH,803,Pathogenesis of Major Human Diseases
Pediatrics,PEDIAT,963,Pediatric Nephrology
Pediatrics,PEDIAT,814,Advanced Practicum in Genetics Counseling
Pediatrics,PEDIAT,745,Seminar in Medical Genetic Counseling Research
Pediatrics,PEDIAT,713,Practicum in Genetics Counseling
Pediatrics,PEDIAT,967,Pediatric Pulmonology Clerkship (CSC)
Pediatrics,PEDIAT,737,Contemporary Professional Issues in Genetics Counseling
Pediatrics,PEDIAT,813,Advanced Practicum in Genetics Counseling
Pediatrics,PEDIAT,731,Advanced Clinical Genetics Concepts
Pediatrics,PEDIAT,953,Clinical Genetics Clerkship-CSC
Pediatrics,PEDIAT,956,Hematology-Oncology Clerkship-CSC
Pediatrics,PEDIAT,812,Third Year Pediatrics
Pediatrics,PEDIAT,714,Practicum in Genetics Counseling
Pediatrics,PEDIAT,741,Interviewing and Counseling for the Genetic Counseling I
Pediatrics,PEDIAT,920,Pediatric Inpatient Elective
Pediatrics,PEDIAT,929,General Outpatients Pediatrics-Marshfield Clinic
Pediatrics,PEDIAT,919,Individualized Fourth Year Clinical Clerkship
Pediatrics,PEDIAT,699,Independent Study
Pediatrics,PEDIAT,946,Child Psychiatry Clerkship-CSC
Pediatrics,PEDIAT,922,Clin Pediatric Clerk-Mshfld
Pediatrics,PEDIAT,910,Independent Reading and Research for Fourth Year Medical Students
Pediatrics,PEDIAT,744,Applications of Biochemical Genetics for Genetic Counselors
Pediatrics,PEDIAT,742,Clinical Embryology and Prenatal Genetics
Pediatrics,PEDIAT,646,Cancer Genetics Risk Assessment and Counseling
Pediatrics,PEDIAT,940,Adolescent Medicine Clerkship-CSC
Pediatrics,PEDIAT,902,MSTP Physician Scientist Preceptorship in Clinical & Translational Research
Pediatrics,PEDIAT,943,Pediatric Cardiology Clerkship-CSC
Pediatrics,PEDIAT,925,Rural Pediatrics-Whitehall
Pediatrics,PEDIAT,746,Interdisciplinary Care of Children with Special Health Care Needs
Pediatrics,PEDIAT,938,Acting Inpatient Internship - Pediatrics
Pediatrics,PEDIAT,739,Literature Search Strategies and Analysis in Clinical Genetics
Pediatrics,PEDIAT,966,Pediatric Sports Medicine-CSC
Pediatrics,PEDIAT,990,Research
Pediatrics,PEDIAT,970,Pediatric Rheumatology
Pediatrics,PEDIAT,950,Pediatric Endocrinology/Diabetes Clerkship-CSC
Pediatrics,PEDIAT,930,Pediatrics Sub-Internship in Newborn Medicine (Milwaukee)
Pediatrics,PEDIAT,965,Pediatric Neurology Clerkship-CSC
Pharmaceutical Sciences,PHM SCI,999,Advanced Independent Study
Pharmaceutical Sciences,PHM SCI,692,Senior Thesis
Pharmaceutical Sciences,PHM SCI,531,Medicinal Chemistry I
Pharmaceutical Sciences,PHM SCI,679,Pharmacology and Toxicology Seminar
Pharmaceutical Sciences,PHM SCI,780,Principles of Pharmaceutical Sciences
Pharmaceutical Sciences,PHM SCI,432,Pharmaceutical Biochemistry
Pharmaceutical Sciences,PHM SCI,768,Pharmacokinetics
Pharmaceutical Sciences,PHM SCI,492,Selected Topics-Pharm Sci
Pharmaceutical Sciences,PHM SCI,532,Medicinal Chemistry II
Pharmaceutical Sciences,PHM SCI,420,Introduction to Drug Action and Drug Delivery I
Pharmaceutical Sciences,PHM SCI,522,Pharmacology II
Pharmaceutical Sciences,PHM SCI,430,Biological Interactions with Materials
Pharmaceutical Sciences,PHM SCI,490,Selected Topics in Pharmaceutical Sciences
Pharmaceutical Sciences,PHM SCI,931,Pharmaceutical Sciences Seminar
Pharmaceutical Sciences,PHM SCI,493,Selected Topics in Pharmaceutical Sciences
Pharmaceutical Sciences,PHM SCI,623,Pharmacology III
Pharmaceutical Sciences,PHM SCI,640,Substnc Abuse&Chem Dependnc
Pharmaceutical Sciences,PHM SCI,766,Molecular Recognition
Pharmaceutical Sciences,PHM SCI,760,Grad Seminar in Drug Delivery
Pharmaceutical Sciences,PHM SCI,890,Highlights at the Chemistry-Biology Interface I
Pharmaceutical Sciences,PHM SCI,770,Special Topics in Pharm Sci
Pharmaceutical Sciences,PHM SCI,542,Drug Delivery Systems Laboratory II
Pharmaceutical Sciences,PHM SCI,786,"Natural Product Synthesis, Biosynthesis and Drug Discovery"
Pharmaceutical Sciences,PHM SCI,491,Selected Topics in Pharmaceutical Sciences
Pharmaceutical Sciences,PHM SCI,421,Introduction to Biopharmaceutics and Pharmacokinetics
Pharmaceutical Sciences,PHM SCI,932,Pharmaceutical Sciences Seminar
Pharmaceutical Sciences,PHM SCI,541,"Pharmaceutical Calculations, Dispensing and Compounding"
Pharmaceutical Sciences,PHM SCI,891,Highlights at the Chemistry-Biology Interface II
Pharmaceutical Sciences,PHM SCI,401,Survey of Pharmacology
Pharmaceutical Sciences,PHM SCI,800,Research Ethics
Pharmaceutical Sciences,PHM SCI,645,Phmceut
Pharmaceutical Sciences,PHM SCI,310,Drugs and Their Actions
Pharmaceutical Sciences,PHM SCI,699,Advanced Independent Study
Pharmaceutical Sciences,PHM SCI,635,Drug Interactions
Pharmaceutical Sciences,PHM SCI,638,Nonprescription Medications
Pharmaceutical Sciences,PHM SCI,521,Pharmacology I
Pharmaceutical Sciences,PHM SCI,691,Senior Thesis
Pharmaceutical Sciences,PHM SCI,558,Laboratory Techniques in Pharmacology and Toxicology
Pharmaceutical Sciences,PHM SCI,990,Research
Pharmaceutical Sciences,PHM SCI,773,Molecular Solids
Pharmaceutical Sciences,PHM SCI,540,Drug Delivery Systems
Pharmaceutical Sciences,PHM SCI,775,Polymeric Drug Delivery
Pharmacology,PHMCOL-M,915,Clinical Therapeutics - Preparation for residency
Pharmacology,PHMCOL-M,990,Research
Pharmacology,PHMCOL-M,920,Treatment of Cancer Pain-CSC
Pharmacology,PHMCOL-M,620,Eukaryotic Molecular Biology
Pharmacology,PHMCOL-M,611,Systems Neuroscience
Pharmacology,PHMCOL-M,610,Cellular and Molecular Neuroscience
Pharmacology,PHMCOL-M,914,Therapeutics I-Chronic Disease
Pharmacology,PHMCOL-M,630,Cellular Signal Transduction Mechanisms
Pharmacology,PHMCOL-M,710,Cytosolic&Nuclear Signaling
Pharmacology,PHMCOL-M,901,Seminar and Journal Club
Pharmacology,PHMCOL-M,711,Neurotrns Recptr/Ion Channl
Pharmacology,PHMCOL-M,619,Microscopy of Life
Pharmacology,PHMCOL-M,699,Independent Study
Pharmacology,PHMCOL-M,875,Special Topics in Pharmacology
Pharmacology,PHMCOL-M,717,Pharmacology I
Pharmacy,PHARMACY,608,Safety and Quality in the Medication Use System
Pharmacy,PHARMACY,638,Nonprescription Medications
Pharmacy,PHARMACY,635,Drug Interactions
Pharmacy,PHARMACY,631,null
Pharmacy,PHARMACY,645,Pharmaceutical Biotechnology and Pharmacogenomics
Pharmacy,PHARMACY,125,Exploring Pharmacy I
Pharmacy,PHARMACY,640,Substance Abuse and Chemical Dependence
Pharmacy,PHARMACY,800,Research Ethics: Scientific Integrity and the Responsible Conduct of Research
Pharmacy Practice,PHM PRAC,654,Integrated Pharmacotherapy Skills IV
Pharmacy Practice,PHM PRAC,554,Integrated Pharmacotherapy Skills II
Pharmacy Practice,PHM PRAC,699,Advanced Independent Study
Pharmacy Practice,PHM PRAC,670,Veterinary Therapeutics
Pharmacy Practice,PHM PRAC,611,Medical Imaging for Pharmacists
Pharmacy Practice,PHM PRAC,610,Leadership In Health-System Pharmacy
Pharmacy Practice,PHM PRAC,769,Clinical Research and Pharmacy Investigation Clerskship
Pharmacy Practice,PHM PRAC,570,Drug Literature Evaluation
Pharmacy Practice,PHM PRAC,677,Seminars in Cardiology
Pharmacy Practice,PHM PRAC,760,Elective Pharmacy Practice Clerkship
Pharmacy Practice,PHM PRAC,658,Medication Management in Ambulatory/Primary Care
Pharmacy Practice,PHM PRAC,490,Selected Topics in Pharmacy Practice
Pharmacy Practice,PHM PRAC,999,Advanced Independent Study
Pharmacy Practice,PHM PRAC,555,Pharmacotherapy I
Pharmacy Practice,PHM PRAC,764,Veterinary Pharmacy Clerkship
Pharmacy Practice,PHM PRAC,608,Safety & Quality-Med Use Sys
Pharmacy Practice,PHM PRAC,742,Health-system Pharmacy Practice Clerkship
Pharmacy Practice,PHM PRAC,550,Fluid and Electrolyte Therapy
Pharmacy Practice,PHM PRAC,556,Pharmacotherapy II
Pharmacy Practice,PHM PRAC,711,Oncology Biomarkers
Pharmacy Practice,PHM PRAC,612,Radiopharmaceuticals
Pharmacy Practice,PHM PRAC,674,Seminars in Interprofessional Mental Health Care
Pharmacy Practice,PHM PRAC,741,Ambulatory Pharmaceutical Care Clerkship
Pharmacy Practice,PHM PRAC,401,Clinical Med-Phy Asst II
Pharmacy Practice,PHM PRAC,657,Seminars in Pediatric Pharmacotherapy
Pharmacy Practice,PHM PRAC,625,Introductory Pharmacy Practice Experience V
Pharmacy Practice,PHM PRAC,440,"Therpeutcs-PAs&Adv Prac Nur,I"
Pharmacy Practice,PHM PRAC,962,Graduate Seminar in Health-System Pharmacy
Pharmacy Practice,PHM PRAC,710,Geriatric Pharmacy Practice
Pharmacy Practice,PHM PRAC,673,Seminars in Global Health Pharmacy
Pharmacy Practice,PHM PRAC,626,Introductory Pharmacy Practice Experience VI
Pharmacy Practice,PHM PRAC,553,Integrated Pharmacotherapy Skills I
Pharmacy Practice,PHM PRAC,526,Introduction to Pharmacy Practice Experience IV
Pharmacy Practice,PHM PRAC,743,Community Pharmacy Practice Clerkship
Pharmacy Practice,PHM PRAC,671,Introduction to Academic Pharmacy I
Pharmacy Practice,PHM PRAC,617,Health System Pharmacy Data Analysis and Informatics
Pharmacy Practice,PHM PRAC,961,Graduate Seminar in Health-System Pharmacy
Pharmacy Practice,PHM PRAC,740,Acute Pharmaceutical Care Clerkship
Pharmacy Practice,PHM PRAC,559,Introduction to Antimicrobial Pharmacotherapy
Pharmacy Practice,PHM PRAC,525,Introduction to Pharmacy Practice Experience III
Pharmacy Practice,PHM PRAC,656,Pharmacotherapy IV
Pharmacy Practice,PHM PRAC,461,Pathways in Pharmacy Practice
Pharmacy Practice,PHM PRAC,305,Consumer Self-Care and Over-the-Counter Drugs
Pharmacy Practice,PHM PRAC,672,"Herbals, Homeopathy, and Dietary Supplements"
Pharmacy Practice,PHM PRAC,426,Pharmacy Practice Experience II
Pharmacy Practice,PHM PRAC,441,"Therpeutcs-PAs&Adv Prac Nur,II"
Pharmacy Practice,PHM PRAC,653,Integrated Pharmacotherapy Skills III
Pharmacy Practice,PHM PRAC,679,Advanced Diabetes Management
Pharmacy Practice,PHM PRAC,676,Seminar in Geriatrics
Pharmacy Practice,PHM PRAC,425,Pharmacy Practice Experience I
Pharmacy Practice,PHM PRAC,655,Pharmacotherapy III
Pharmacy Practice,PHM PRAC,470,Computer Applications in Pharmacy Practice
Pharmacy Practice,PHM PRAC,664,Vet Pharmacy Clerkship
Pharmacy Practice,PHM PRAC,650,Comprehensive Immunization Delivery
Pharmacy Practice,PHM PRAC,638,Nonprescription Products & Self-Care
Philosophy,PHILOS,799,Directed Study
Philosophy,PHILOS,545,Philosophical Conceptions of Teaching and Learning
Philosophy,PHILOS,562,Special Topics in Metaphysics
Philosophy,PHILOS,549,Great Moral Philosophers
Philosophy,PHILOS,555,Political Philosophy
Philosophy,PHILOS,432,History of Modern Philosophy
Philosophy,PHILOS,502,Spec Topic-Philos Relig
Philosophy,PHILOS,920,"Seminar-Philosophy of Science:Causation, Explanation & Probability"
Philosophy,PHILOS,261,Introduction to the Philosophy of Religion
Philosophy,PHILOS,916,Seminar-Philosophy of Language
Philosophy,PHILOS,210,Reason in Communication
Philosophy,PHILOS,433,19th Century Philosophers
Philosophy,PHILOS,955,Seminar Social and Political Philosophy
Philosophy,PHILOS,960,Metaphysics Seminar
Philosophy,PHILOS,571,Mathematical Logic
Philosophy,PHILOS,435,Jewish Philosophy from Antiquity to the Seventeenth Century
Philosophy,PHILOS,305,Topics in Philosophy: Soc Sci
Philosophy,PHILOS,104,Special Topics in Philosophy for Freshmen
Philosophy,PHILOS,521,Philosophy of the Social Sciences
Philosophy,PHILOS,442,Moral Philosophy and the Holocaust
Philosophy,PHILOS,253,Philosophy of the Arts
Philosophy,PHILOS,930,Smr-History of Philosophy
Philosophy,PHILOS,961,Smr-Philosophy of Religion
Philosophy,PHILOS,951,Seminar-Philosophy of Mind
Philosophy,PHILOS,181,First Course for Honors
Philosophy,PHILOS,941,Seminar-Ethics
Philosophy,PHILOS,691,Senior Thesis
Philosophy,PHILOS,341,Contemporary Moral Issues
Philosophy,PHILOS,454,Classical Philosophers
